claim_id,paper_key,kind,label,line_start,next_line_start,n_deps,deps,n_unresolved_refs,unresolved_refs,region_chars,used_by_count,deps_str,unresolved_refs_str
GLC3:lemma:l:Gr G to M,GLC3,lemma,l:Gr G to M,23866,23902.0,0,[],3,"['e:J Gr untwisted', 'e:access', 'sss:tricky twisted enh Jacq']",1405,1,,e:J Gr untwisted;e:access;sss:tricky twisted enh Jacq
GLC3:remark:auto0221@L23902,GLC3,remark,,23902,23970.0,1,['GLC3:lemma:l:Gr G to M'],2,"['e:Whit semiinf ult', 'e:access twisted']",2283,0,GLC3:lemma:l:Gr G to M,e:Whit semiinf ult;e:access twisted
GLC3:theorem:t:Whit vs Omega,GLC3,theorem,t:Whit vs Omega,23970,23997.0,0,[],2,"['ss:Ruotao', 'sss:proof Whit vs Omega']",1056,3,,ss:Ruotao;sss:proof Whit vs Omega
GLC3:remark:auto0223@L23997,GLC3,remark,,23997,24117.0,3,"['GLC3:theorem:t:Whit vs Omega', 'GLC3:theorem:t:Whit vs Omega bis', 'GLC3:theorem:t:semiinf CS']",6,"['sss:Omega spec', 'sss:action of Sph on Omega mod 1', 'sss:action of Sph on Omega mod 2', 'sss:functor to Rep M', 'sss:universal action 1', 'sss:universal action 2']",4863,0,GLC3:theorem:t:Whit vs Omega;GLC3:theorem:t:Whit vs Omega bis;GLC3:theorem:t:semiinf CS,sss:Omega spec;sss:action of Sph on Omega mod 1;sss:action of Sph on Omega mod 2;sss:functor to Rep M;sss:universal action 1;sss:universal action 2
GLC3:theorem:t:LS N vs Omega,GLC3,theorem,t:LS N vs Omega,24117,24123.0,0,[],1,['sss:proof LS N vs Omega bis'],163,3,,sss:proof LS N vs Omega bis
GLC3:remark:auto0225@L24123,GLC3,remark,,24123,24169.0,4,"['GLC3:theorem:t:LS N vs Omega', 'GLC3:theorem:t:LS N vs Omega bis', 'GLC3:theorem:t:Whit vs Omega', 'GLC3:theorem:t:Whit vs Omega bis']",2,"['e:sfp - spec', 'e:sfp - spec x']",1727,0,GLC3:theorem:t:LS N vs Omega;GLC3:theorem:t:LS N vs Omega bis;GLC3:theorem:t:Whit vs Omega;GLC3:theorem:t:Whit vs Omega bis,e:sfp - spec;e:sfp - spec x
GLC3:theorem:t:LS N vs Omega pt,GLC3,theorem,t:LS N vs Omega pt,24169,24181.0,1,['GLC3:theorem:t:semiinf CS'],2,"['e:Jacquet spec full', 's:LS N vs Omega pt']",339,3,GLC3:theorem:t:semiinf CS,e:Jacquet spec full;s:LS N vs Omega pt
GLC3:theorem:t:ident Omega,GLC3,theorem,t:ident Omega,24181,24195.0,2,"['GLC3:theorem:t:ident Omega bis', 'GLC3:theorem:t:semiinf geom Satake']",0,[],408,3,GLC3:theorem:t:ident Omega bis;GLC3:theorem:t:semiinf geom Satake,
GLC3:theorem:t:ident Omega bis,GLC3,theorem,t:ident Omega bis,24195,24209.0,2,"['GLC3:corollary:c:!-Jacquet on Whit', 'GLC3:remark:r:! Jaq']",0,[],473,4,GLC3:corollary:c:!-Jacquet on Whit;GLC3:remark:r:! Jaq,
GLC3:remark:auto0229@L24209,GLC3,remark,,24209,24214.0,2,"['GLC3:theorem:t:ident Omega', 'GLC3:theorem:t:ident Omega bis']",1,['e:ident Omega bis'],282,0,GLC3:theorem:t:ident Omega;GLC3:theorem:t:ident Omega bis,e:ident Omega bis
GLC3:remark:auto0230@L24214,GLC3,remark,,24214,24240.0,2,"['GLC3:theorem:t:Omega comp', 'GLC3:theorem:t:ident Omega bis']",2,"['s:Omega comp', 'sss:orient']",1041,0,GLC3:theorem:t:Omega comp;GLC3:theorem:t:ident Omega bis,s:Omega comp;sss:orient
GLC3:theorem:t:Omega comp,GLC3,theorem,t:Omega comp,24240,24296.0,1,['GLC3:theorem:t:LS N vs Omega'],3,"['e:gens of accs', 'e:i for LS N', 'sss:action of Sph on Omega spec mod']",2368,7,GLC3:theorem:t:LS N vs Omega,e:gens of accs;e:i for LS N;sss:action of Sph on Omega spec mod
GLC3:theorem:t:LS N vs Omega bis,GLC3,theorem,t:LS N vs Omega bis,24296,24370.0,4,"['GLC3:theorem:t:LS N vs Omega', 'GLC3:theorem:t:LS N vs Omega pt', 'GLC3:theorem:t:Omega comp', 'GLC3:theorem:t:ident Omega']",4,"['e:gens of accs', 'e:sfq wedge accs S', 's:LS N vs Omega pt', 'ss:proof of LS N vs Omega bis']",2855,4,GLC3:theorem:t:LS N vs Omega;GLC3:theorem:t:LS N vs Omega pt;GLC3:theorem:t:Omega comp;GLC3:theorem:t:ident Omega,e:gens of accs;e:sfq wedge accs S;s:LS N vs Omega pt;ss:proof of LS N vs Omega bis
GLC3:corollary:c:Omega comp,GLC3,corollary,c:Omega comp,24370,24392.0,0,[],1,['sss:access fact'],800,0,,sss:access fact
GLC3:theorem:t:Whit vs Omega bis,GLC3,theorem,t:Whit vs Omega bis,24392,24459.0,5,"['GLC3:lemma:l:KM to Sph gen', 'GLC3:theorem:t:LS N vs Omega bis', 'GLC3:theorem:t:Whit vs Omega', 'GLC3:theorem:t:ident Omega', 'GLC3:theorem:t:semiinf CS']",1,['sss:proof LS N vs Omega bis'],2340,3,GLC3:lemma:l:KM to Sph gen;GLC3:theorem:t:LS N vs Omega bis;GLC3:theorem:t:Whit vs Omega;GLC3:theorem:t:ident Omega;GLC3:theorem:t:semiinf CS,sss:proof LS N vs Omega bis
GLC3:remark:auto0235@L24459,GLC3,remark,,24459,24523.0,2,"['GLC3:theorem:t:LS H', 'GLC3:theorem:t:LS N vs Omega pt']",2,"['e:Gamma unip', 'e:YaR']",2229,0,GLC3:theorem:t:LS H;GLC3:theorem:t:LS N vs Omega pt,e:Gamma unip;e:YaR
GLC3:theorem:t:LS H,GLC3,theorem,t:LS H,24523,24581.0,0,[],0,[],1672,2,,
GLC3:proposition:p:P to Omega,GLC3,proposition,p:P to Omega,24581,24587.0,1,['GLC3:theorem:t:LS H'],1,['e:P to Omega'],154,1,GLC3:theorem:t:LS H,e:P to Omega
GLC3:remark:auto0238@L24587,GLC3,remark,,24587,24759.0,1,['GLC3:proposition:p:P to Omega'],7,"['e:P as fiber', 'e:P to Omega', 'e:P to Omega oblv', 'e:Spec R quot map abs', 'e:com fiber', 'e:constr ext', 'sss:constr ext com']",6135,0,GLC3:proposition:p:P to Omega,e:P as fiber;e:P to Omega;e:P to Omega oblv;e:Spec R quot map abs;e:com fiber;e:constr ext;sss:constr ext com
GLC3:proposition:p:LS H as quot Spec,GLC3,proposition,p:LS H as quot Spec,24759,24765.0,0,[],2,"['e:P to Omega oblv', 'e:Spec R quot map abs']",298,1,,e:P to Omega oblv;e:Spec R quot map abs
GLC3:proposition:p:as good as conn,GLC3,proposition,p:as good as conn,24765,24847.0,1,['GLC3:proposition:p:LS H as quot Spec'],3,"['e:LS H as loops', 'e:P to Omega oblv', 'e:Spec R quot map abs']",3200,1,GLC3:proposition:p:LS H as quot Spec,e:LS H as loops;e:P to Omega oblv;e:Spec R quot map abs
GLC3:remark:auto0241@L24847,GLC3,remark,,24847,24890.0,1,['GLC3:theorem:t:Omega comp'],0,[],1683,0,GLC3:theorem:t:Omega comp,
GLC3:lemma:l:sheared Omega is conn,GLC3,lemma,l:sheared Omega is conn,24890,24934.0,0,[],0,[],1703,0,,
GLC3:proposition:p:Omega almost ULA,GLC3,proposition,p:Omega almost ULA,24934,24978.0,1,['GLC3:theorem:t:Omega comp'],1,['sss:almost compact'],1478,1,GLC3:theorem:t:Omega comp,sss:almost compact
GLC3:lemma:l:compact vs almost compact,GLC3,lemma,l:compact vs almost compact,24978,25082.0,0,[],1,['e:Hom into low'],3849,1,,e:Hom into low
GLC3:proposition:p:base change fin c.d.,GLC3,proposition,p:base change fin c.d.,25082,25151.0,3,"['GLC3:lemma:l:compact vs almost compact', 'GLC3:theorem:t:LS N vs Omega pt', 'GLC3:theorem:t:Omega comp']",0,[],2444,1,GLC3:lemma:l:compact vs almost compact;GLC3:theorem:t:LS N vs Omega pt;GLC3:theorem:t:Omega comp,
GLC3:lemma:l:inner Hom ten,GLC3,lemma,l:inner Hom ten,25151,25176.0,0,[],1,['e:tensor inner Hom'],940,1,,e:tensor inner Hom
GLC3:corollary:c:inner Hom ten,GLC3,corollary,c:inner Hom ten,25176,25376.0,5,"['GLC3:lemma:l:inner Hom ten', 'GLC3:proposition:p:base change fin c.d.', 'GLC3:proposition:p:semiinf Sat IC', 'GLC3:theorem:t:semiinf CS', 'GLC3:theorem:t:semiinf geom Satake']",7,"['e:IGP spec defn', 'e:J spec pre', 'e:dir im inner Hom', 'e:spec and contract', 'e:tensor inner Hom', 's:Sith', 'ss:semiinf Sat IC']",7769,0,GLC3:lemma:l:inner Hom ten;GLC3:proposition:p:base change fin c.d.;GLC3:proposition:p:semiinf Sat IC;GLC3:theorem:t:semiinf CS;GLC3:theorem:t:semiinf geom Satake,e:IGP spec defn;e:J spec pre;e:dir im inner Hom;e:spec and contract;e:tensor inner Hom;s:Sith;ss:semiinf Sat IC
GLC3:remark:r:pre F,GLC3,remark,r:pre F,25376,25451.0,0,[],7,"['e:F spec and contract enh', 'e:amb vs IGP spec *', 'e:spec and contract', 'e:spec and contract 1', 'sss:action of Sph on Omega mod 1', 'sss:action of Sph on Omega mod 2', 'sss:t IGP spec']",3371,1,,e:F spec and contract enh;e:amb vs IGP spec *;e:spec and contract;e:spec and contract 1;sss:action of Sph on Omega mod 1;sss:action of Sph on Omega mod 2;sss:t IGP spec
GLC3:proposition:p:F spec ff on pos,GLC3,proposition,p:F spec ff on pos,25451,25518.0,0,[],4,"['e:H I GP spec', 'e:Omega R', 'e:Omega R P', 'sss:semiinf spec oblv']",3099,2,,e:H I GP spec;e:Omega R;e:Omega R P;sss:semiinf spec oblv
GLC3:proposition:p:iota diag,GLC3,proposition,p:iota diag,25518,25874.0,6,"['GLC3:proposition:p:F spec ff on pos', 'GLC3:proposition:p:t semiinf spec', 'GLC3:theorem:t:LS N vs Omega bis', 'GLC3:theorem:t:Omega comp', 'GLC3:theorem:t:ident Omega bis', 'GLC3:theorem:t:semiinf geom Satake']",13,"['e:F geom', 'e:F geom and contract', 'e:F geom and contract enh', 'e:Omega R P', 'e:Phi ind funct', 'e:Phi ind funct oblv', 'e:Whit semiinf pair', 'e:geom and contract 1', 'e:iota diag', 'e:iota diag 2', 'sss:Phi adj', 'sss:action of Sph on Omega mod 1', 'sss:action of Sph on Omega mod 2']",14107,1,GLC3:proposition:p:F spec ff on pos;GLC3:proposition:p:t semiinf spec;GLC3:theorem:t:LS N vs Omega bis;GLC3:theorem:t:Omega comp;GLC3:theorem:t:ident Omega bis;GLC3:theorem:t:semiinf geom Satake,e:F geom;e:F geom and contract;e:F geom and contract enh;e:Omega R P;e:Phi ind funct;e:Phi ind funct oblv;e:Whit semiinf pair;e:geom and contract 1;e:iota diag;e:iota diag 2;sss:Phi adj;sss:action of Sph on Omega mod 1;sss:action of Sph on Omega mod 2
GLC3:corollary:c:Omega to Omega spec,GLC3,corollary,c:Omega to Omega spec,25874,26363.0,8,"['GLC3:proposition:p:F spec ff on pos', 'GLC3:proposition:p:semiinf Sat IC', 'GLC3:proposition:p:semiinf spec IC dual', 'GLC3:theorem:t:FG1', 'GLC3:theorem:t:LS N vs Omega bis', 'GLC3:theorem:t:Whit vs Omega bis', 'GLC3:theorem:t:semiinf CS', 'GLC3:theorem:t:semiinf geom Satake']",23,"['e:Dr-Pl', 'e:Dr-Pluck geom', 'e:Dr-Pluck spec', 'e:F and contract', 'e:F and contract enh', 'e:IGP spec temp proj', 'e:IGP temp proj', 'e:Sat semiinf ptw', 'e:Sat semiinf temp', 'e:Sat semiinf tensor up', 'e:Sat vs CS semiinf', 'e:amb vs IGP spec *', 'e:map to base affine', 'e:self-duality I G P spec', 'e:semiinf geom Satake', 'e:spec and contract 1', 'sss:Delta spec co to Delta spec', 'sss:F and contract', 'sss:F geom and contract', 'sss:F geom and contract enh', 'sss:F spec and contract', 'sss:F spec and contract enh', 'sss:R bar acts on Delta spec']",21507,0,GLC3:proposition:p:F spec ff on pos;GLC3:proposition:p:semiinf Sat IC;GLC3:proposition:p:semiinf spec IC dual;GLC3:theorem:t:FG1;GLC3:theorem:t:LS N vs Omega bis;GLC3:theorem:t:Whit vs Omega bis;GLC3:theorem:t:semiinf CS;GLC3:theorem:t:semiinf geom Satake,e:Dr-Pl;e:Dr-Pluck geom;e:Dr-Pluck spec;e:F and contract;e:F and contract enh;e:IGP spec temp proj;e:IGP temp proj;e:Sat semiinf ptw;e:Sat semiinf temp;e:Sat semiinf tensor up;e:Sat vs CS semiinf;e:amb vs IGP spec *;e:map to base affine;e:self-duality I G P spec;e:semiinf geom Satake;e:spec and contract 1;sss:Delta spec co to Delta spec;sss:F and contract;sss:F geom and contract;sss:F geom and contract enh;sss:F spec and contract;sss:F spec and contract enh;sss:R bar acts on Delta spec
GLC3:remark:auto0252@L26363,GLC3,remark,,26363,26388.0,0,[],0,[],784,0,,
GLC3:theorem:t:fg loc,GLC3,theorem,t:fg loc,26388,26402.0,0,[],0,[],304,0,,
GLC3:corollary:c:fg loc iwahori,GLC3,corollary,c:fg loc iwahori,26402,26578.0,3,"['GLC3:lemma:l:KM to Sph gen', 'GLC3:theorem:t:FG1', 'GLC3:theorem:t:semiinf geom Satake']",2,"['eq:iwahori-gr B', 'sss:BW']",4829,0,GLC3:lemma:l:KM to Sph gen;GLC3:theorem:t:FG1;GLC3:theorem:t:semiinf geom Satake,eq:iwahori-gr B;sss:BW
GLC3:theorem:t:wak-trans,GLC3,theorem,t:wak-trans,26578,26609.0,0,[],0,[],564,1,,
GLC3:theorem:t:vac-to-wak,GLC3,theorem,t:vac-to-wak,26609,26615.0,0,[],1,['eq:vac-wak-j'],93,3,,eq:vac-wak-j
GLC3:remark:auto0257@L26615,GLC3,remark,,26615,26953.0,3,"['GLC3:theorem:t:FG1', 'GLC3:theorem:t:vac-to-wak', 'GLC3:theorem:t:wak-trans']",12,"['e:add a leg', 'e:birth M', 'e:ident pre F', 'e:rewrite Op as Spr', 'e:tensored up Sat dual', 'eq:dp-mop', 'eq:dp-op', 'eq:dp-sat-m', 'eq:iwahori-gr', 'sss:fg1-pf', 'sss:trans-axioms', 'sss:trans-m']",11393,0,GLC3:theorem:t:FG1;GLC3:theorem:t:vac-to-wak;GLC3:theorem:t:wak-trans,e:add a leg;e:birth M;e:ident pre F;e:rewrite Op as Spr;e:tensored up Sat dual;eq:dp-mop;eq:dp-op;eq:dp-sat-m;eq:iwahori-gr;sss:fg1-pf;sss:trans-axioms;sss:trans-m
GLC3:remark:auto0258@L26953,GLC3,remark,,26953,26968.0,1,['GLC3:theorem:t:vac-to-wak'],0,[],422,0,GLC3:theorem:t:vac-to-wak,
GLC3:lemma:l:jmath-psi,GLC3,lemma,l:jmath-psi,26968,26976.0,0,[],0,[],311,1,,
GLC3:lemma:l:iwahori-ds-cons,GLC3,lemma,l:iwahori-ds-cons,26976,27034.0,2,"['GLC3:lemma:l:jmath-psi', 'GLC3:theorem:t:vac-to-wak']",0,[],1643,2,GLC3:lemma:l:jmath-psi;GLC3:theorem:t:vac-to-wak,
GLC3:remark:r:pi-j-quotes,GLC3,remark,r:pi-j-quotes,27034,27085.0,0,[],2,"['e:Miura and BM', 'eq:jmath-pi']",1213,0,,e:Miura and BM;eq:jmath-pi
GLC3:lemma:l:mop-jmath,GLC3,lemma,l:mop-jmath,27085,27137.0,0,[],1,['e:jj DS'],1359,0,,e:jj DS
GLC3:proposition:p:jmath-psi-gr,GLC3,proposition,p:jmath-psi-gr,27137,27300.0,0,[],5,"['e:Ip to Whit', 'e:Ip to Whit B', 'eq:iwahori-gr ren', 'eq:iwahori-vs-whittaker', 'eq:jmath-pi']",4220,1,,e:Ip to Whit;e:Ip to Whit B;eq:iwahori-gr ren;eq:iwahori-vs-whittaker;eq:jmath-pi
GLC3:lemma:auto0264@L27300,GLC3,lemma,,27300,27391.0,2,"['GLC3:lemma:l:iwahori-ds-cons', 'GLC3:proposition:p:jmath-psi-gr']",1,['ss:jmath-psi-pf'],2361,0,GLC3:lemma:l:iwahori-ds-cons;GLC3:proposition:p:jmath-psi-gr,ss:jmath-psi-pf
GLC3:lemma:l:abg-amp,GLC3,lemma,l:abg-amp,27391,,1,['GLC3:lemma:l:iwahori-ds-cons'],2,"['eq:iwahori-gr', 'eq:iwahori-vs-whittaker']",11249,0,GLC3:lemma:l:iwahori-ds-cons,eq:iwahori-gr;eq:iwahori-vs-whittaker
GLC4:remark:e:FCD quant,GLC4,remark,e:FCD quant,859,1212.0,2,"['GLC4:theorem:t:BG via Op', 'GLC4:theorem:t:up and down opers']",19,"['e:A=B Op Intro', 'e:FCD', 'e:FCD down', 'e:FCD down cusp', 'e:FCD up', 'e:FCD up cusp', 'e:L cusp Intro', 'e:unit Intro', 's:left', 's:opers', 's:proof of Ran emb abs abs', 's:proof of Ran emb abs rel', 's:proof of ind oblv', 's:proof up and down', 's:right', 's:summary', 'sss:ind-proper', 'sss:opers Intro', 'sss:proof Gamma spec ff']",13850,0,GLC4:theorem:t:BG via Op;GLC4:theorem:t:up and down opers,e:A=B Op Intro;e:FCD;e:FCD down;e:FCD down cusp;e:FCD up;e:FCD up cusp;e:L cusp Intro;e:unit Intro;s:left;s:opers;s:proof of Ran emb abs abs;s:proof of Ran emb abs rel;s:proof of ind oblv;s:proof up and down;s:right;s:summary;sss:ind-proper;sss:opers Intro;sss:proof Gamma spec ff
GLC4:proposition:p:Gamma ff,GLC4,proposition,p:Gamma ff,1212,1234.0,0,[],0,[],795,4,,
GLC4:remark:auto0003@L1234,GLC4,remark,,1234,1338.0,0,[],4,"['e:L and CT', 'e:L and Eis', 'e:L and coeff', 'e:LL and Eis']",3848,0,,e:L and CT;e:L and Eis;e:L and coeff;e:LL and Eis
GLC4:theorem:t:equiv on Eis,GLC4,theorem,t:equiv on Eis,1338,1439.0,0,[],5,"['e:L and CT', 'e:L and Eis', 'e:L and LL on Eis', 'e:L cusp diagram out', 'e:LL and Eis']",3797,3,,e:L and CT;e:L and Eis;e:L and LL on Eis;e:L cusp diagram out;e:LL and Eis
GLC4:proposition:p:LL preserves cusp,GLC4,proposition,p:LL preserves cusp,1439,1449.0,0,[],1,['sss:2nd proof LL preserves cusp'],325,2,,sss:2nd proof LL preserves cusp
GLC4:corollary:e:LL cusp diagram in,GLC4,corollary,e:LL cusp diagram in,1449,1464.0,1,['GLC4:theorem:t:equiv on Eis'],0,[],424,0,GLC4:theorem:t:equiv on Eis,
GLC4:corollary:c:reduce to cusp,GLC4,corollary,c:reduce to cusp,1464,1567.0,1,['GLC4:proposition:p:LL preserves cusp'],4,"['e:L and Eis', 'e:Verdier duality BunG', 'e:proto-Phi', 'ss:autom co']",4109,1,GLC4:proposition:p:LL preserves cusp,e:L and Eis;e:Verdier duality BunG;e:proto-Phi;ss:autom co
GLC4:proposition:p:Eis is red,GLC4,proposition,p:Eis is red,1567,1582.0,0,[],1,['sss:Eis is red'],617,1,,sss:Eis is red
GLC4:corollary:c:irrred is cusp,GLC4,corollary,c:irrred is cusp,1582,1593.0,0,[],1,['sss:cusp is irred'],406,2,,sss:cusp is irred
GLC4:theorem:t:cusp is irred,GLC4,theorem,t:cusp is irred,1593,1659.0,3,"['GLC4:corollary:c:irrred is cusp', 'GLC4:proposition:p:Eis is red', 'GLC4:proposition:p:LL preserves cusp']",1,['e:irred is cusp'],2416,1,GLC4:corollary:c:irrred is cusp;GLC4:proposition:p:Eis is red;GLC4:proposition:p:LL preserves cusp,e:irred is cusp
GLC4:theorem:t:cusp cons,GLC4,theorem,t:cusp cons,1659,1663.0,0,[],0,[],93,2,,
GLC4:remark:auto0012@L1663,GLC4,remark,,1663,1672.0,2,"['GLC4:theorem:t:coeff ff on cusp', 'GLC4:theorem:t:cusp cons']",0,[],211,0,GLC4:theorem:t:coeff ff on cusp;GLC4:theorem:t:cusp cons,
GLC4:theorem:t:L is cons,GLC4,theorem,t:L is cons,1672,1753.0,4,"['GLC4:corollary:c:reduce to cusp', 'GLC4:theorem:t:cusp cons', 'GLC4:theorem:t:cusp is irred', 'GLC4:theorem:t:equiv on Eis']",4,"['e:L and LL on cusp', 'e:cusp red', 'e:unit map A', 'sss:linear monad']",2920,0,GLC4:corollary:c:reduce to cusp;GLC4:theorem:t:cusp cons;GLC4:theorem:t:cusp is irred;GLC4:theorem:t:equiv on Eis,e:L and LL on cusp;e:cusp red;e:unit map A;sss:linear monad
GLC4:corollary:c:reduce to A irred,GLC4,corollary,c:reduce to A irred,1753,1766.0,1,['GLC4:theorem:t:equiv on Eis'],1,['e:unit map A'],511,2,GLC4:theorem:t:equiv on Eis,e:unit map A
GLC4:theorem:t:coeff ff on cusp,GLC4,theorem,t:coeff ff on cusp,1766,1776.0,0,[],0,[],279,2,,
GLC4:corollary:c:L ff on cusp,GLC4,corollary,c:L ff on cusp,1776,1815.0,1,['GLC4:proposition:p:Gamma ff'],3,"['e:Gamma cusp', 'e:L and coeff', 'e:L cusp diagram in']",1427,1,GLC4:proposition:p:Gamma ff,e:Gamma cusp;e:L and coeff;e:L cusp diagram in
GLC4:remark:auto0017@L1815,GLC4,remark,,1815,1861.0,3,"['GLC4:corollary:c:L ff on cusp', 'GLC4:corollary:c:reduce to A irred', 'GLC4:theorem:t:coeff ff on cusp']",2,"['e:unit map A', 'e:unit map A sigma']",2159,0,GLC4:corollary:c:L ff on cusp;GLC4:corollary:c:reduce to A irred;GLC4:theorem:t:coeff ff on cusp,e:unit map A;e:unit map A sigma
GLC4:remark:auto0018@L1861,GLC4,remark,,1861,2053.0,0,[],5,"['e:Verdier on Bun', 'e:dual Whit', 'e:dual of cusp', 'e:qc open', 'ss:autom co']",7260,0,,e:Verdier on Bun;e:dual Whit;e:dual of cusp;e:qc open;ss:autom co
GLC4:theorem:t:simple Kevin,GLC4,theorem,t:simple Kevin,2053,2092.0,0,[],1,['e:naive self-dual QCoh'],1288,2,,e:naive self-dual QCoh
GLC4:lemma:l:Loc spec and dual,GLC4,lemma,l:Loc spec and dual,2092,2127.0,1,['GLC4:theorem:t:left adj as dual'],3,"['e:Ldual L cusp', 'e:cusp self-dual', 'e:naive self-dual QCoh irred']",1535,1,GLC4:theorem:t:left adj as dual,e:Ldual L cusp;e:cusp self-dual;e:naive self-dual QCoh irred
GLC4:theorem:t:left adj as dual,GLC4,theorem,t:left adj as dual,2127,2258.0,2,"['GLC4:proposition:p:Gamma ff', 'GLC4:theorem:t:simple Kevin']",12,"['e:L and coeff', 'e:L cusp diagram in', 'e:LL and Poinc', 'e:LL and Poinc cusp', 'e:LL and Poinc dual', 'e:LL and Poinc dual rewrite', 'e:LL and Poinc dual rewrite again', 'e:LL cusp diagram out', 'e:cusp self-dual', 'e:dual of cusp', 'e:naive self-dual QCoh irred', 'sss:Phi cusp']",5330,2,GLC4:proposition:p:Gamma ff;GLC4:theorem:t:simple Kevin,e:L and coeff;e:L cusp diagram in;e:LL and Poinc;e:LL and Poinc cusp;e:LL and Poinc dual;e:LL and Poinc dual rewrite;e:LL and Poinc dual rewrite again;e:LL cusp diagram out;e:cusp self-dual;e:dual of cusp;e:naive self-dual QCoh irred;sss:Phi cusp
GLC4:theorem:t:right adj as dual,GLC4,theorem,t:right adj as dual,2258,2267.0,1,['GLC4:theorem:t:left adj as dual'],0,[],361,2,GLC4:theorem:t:left adj as dual,
GLC4:theorem:t:ambidex,GLC4,theorem,t:ambidex,2267,2271.0,0,[],0,[],117,1,,
GLC4:corollary:c:comp self-adj,GLC4,corollary,c:comp self-adj,2271,2285.0,0,[],1,['sss:AG cusp'],456,0,,sss:AG cusp
GLC4:corollary:c:A G irred,GLC4,corollary,c:A G irred,2285,2292.0,0,[],1,['ss:proof A G irred'],347,2,,ss:proof A G irred
GLC4:theorem:t:A G irred,GLC4,theorem,t:A G irred,2292,2298.0,2,"['GLC4:corollary:c:A=B Op', 'GLC4:proposition:p:finite monodromy']",0,[],364,3,GLC4:corollary:c:A=B Op;GLC4:proposition:p:finite monodromy,
GLC4:remark:auto0027@L2298,GLC4,remark,,2298,2327.0,2,"['GLC4:proposition:p:Gamma ff', 'GLC4:theorem:t:right adj as dual']",0,[],964,0,GLC4:proposition:p:Gamma ff;GLC4:theorem:t:right adj as dual,
GLC4:proposition:p:Loc crit is Loc,GLC4,proposition,p:Loc crit is Loc,2327,2359.0,1,['GLC4:lemma:l:Loc spec and dual'],4,"['e:Loc via U', 'e:cusp self-dual', 'e:eU 0', 'sss:U 0']",1211,2,GLC4:lemma:l:Loc spec and dual,e:Loc via U;e:cusp self-dual;e:eU 0;sss:U 0
GLC4:proposition:p:Loc crit and dual,GLC4,proposition,p:Loc crit and dual,2359,2463.0,1,['GLC4:proposition:p:Loc crit is Loc'],2,"['e:adj and dual U', 'e:adj and dual U crit']",3947,1,GLC4:proposition:p:Loc crit is Loc,e:adj and dual U;e:adj and dual U crit
GLC4:proposition:p:dual of Poinc,GLC4,proposition,p:dual of Poinc,2463,2892.0,8,"['GLC4:corollary:c:irrred is cusp', 'GLC4:proposition:p:Loc crit and dual', 'GLC4:proposition:p:Loc crit is Loc', 'GLC4:remark:r:Nilp amb', 'GLC4:theorem:t:A G irred', 'GLC4:theorem:t:ambidex', 'GLC4:theorem:t:right adj as dual', 'GLC4:theorem:t:simple Kevin']",19,"['e:IndCoh mon-free duality', 'e:L and Loc', 'e:L and Loc cusp', 'e:L and Loc cusp dual', 'e:L and Loc cusp dual 0', 'e:L and Loc cusp dual 2', 'e:L and Loc cusp dual 3', 'e:L cusp diagram out', 'e:Poinc spec dual', 'e:Serre duality', 'e:Serre irred duality', 'e:dual of Poinc spec', 'e:dual of Poinc spec x', 'e:eigen ambidex', 'e:eigen ambidex 1', 'e:eigen ambidex 4', 'e:naive self-dual QCoh irred', 'e:opers self-dual', 'e:right adjoints an coloc']",18454,0,GLC4:corollary:c:irrred is cusp;GLC4:proposition:p:Loc crit and dual;GLC4:proposition:p:Loc crit is Loc;GLC4:remark:r:Nilp amb;GLC4:theorem:t:A G irred;GLC4:theorem:t:ambidex;GLC4:theorem:t:right adj as dual;GLC4:theorem:t:simple Kevin,e:IndCoh mon-free duality;e:L and Loc;e:L and Loc cusp;e:L and Loc cusp dual;e:L and Loc cusp dual 0;e:L and Loc cusp dual 2;e:L and Loc cusp dual 3;e:L cusp diagram out;e:Poinc spec dual;e:Serre duality;e:Serre irred duality;e:dual of Poinc spec;e:dual of Poinc spec x;e:eigen ambidex;e:eigen ambidex 1;e:eigen ambidex 4;e:naive self-dual QCoh irred;e:opers self-dual;e:right adjoints an coloc
GLC4:theorem:auto0031@L2892,GLC4,theorem,,2892,2899.0,0,[],0,[],285,0,,
GLC4:remark:r:Nilp amb,GLC4,remark,r:Nilp amb,2899,2980.0,0,[],1,['sss:ind-proper'],3190,1,,sss:ind-proper
GLC4:theorem:t:BG via Op,GLC4,theorem,t:BG via Op,2980,2986.0,0,[],0,[],195,7,,
GLC4:remark:auto0034@L2986,GLC4,remark,,2986,3009.0,3,"['GLC4:corollary:c:A G irred', 'GLC4:remark:r:coalg', 'GLC4:theorem:t:BG via Op']",0,[],735,0,GLC4:corollary:c:A G irred;GLC4:remark:r:coalg;GLC4:theorem:t:BG via Op,
GLC4:corollary:c:A=B,GLC4,corollary,c:A=B,3009,3019.0,1,['GLC4:theorem:t:BG via Op'],0,[],230,0,GLC4:theorem:t:BG via Op,
GLC4:corollary:c:A=B Op,GLC4,corollary,c:A=B Op,3019,3027.0,0,[],0,[],192,2,,
GLC4:corollary:c:BG is compact,GLC4,corollary,c:BG is compact,3027,3047.0,1,['GLC4:theorem:t:A G irred'],1,['e:Dmod BG'],726,0,GLC4:theorem:t:A G irred,e:Dmod BG
